province;red;green;blue;x;x
7440;175;42;162;;x
7441;7;45;35;;x
7442;49;48;163;;x
7443;91;51;36;;x
7444;133;54;164;;x
7445;175;57;37;;x
7446;7;60;165;;x
7447;49;63;38;;x
7448;91;66;166;;x
7449;133;69;39;;x
7450;175;72;167;;x
7451;7;75;40;;x
7452;49;78;168;;x
7453;91;81;41;;x
7454;133;84;169;;x
7455;175;87;42;;x
7456;7;90;170;;x
7457;49;93;43;;x
7458;91;96;171;;x
7459;133;99;44;;x
7460;175;102;172;;x
7461;7;105;45;;x
7462;49;108;173;;x
7463;91;111;46;;x
7464;133;114;174;;x
7465;175;117;47;;x
7466;7;120;175;;x
7467;49;123;48;;x
7468;91;126;176;;x
7469;133;129;49;;x
7470;175;132;177;;x
7471;7;135;50;;x
7472;49;138;178;;x
7473;91;141;51;;x
7474;133;144;179;;x
7475;175;147;52;;x
7476;7;150;180;;x
7477;49;153;53;;x
7478;91;156;181;;x
7479;133;159;54;;x
7480;175;162;182;;x
7481;7;165;55;;x
7482;49;168;183;;x
7483;91;171;56;;x
7484;133;174;184;;x
7485;175;177;57;;x
7486;7;180;185;;x
7487;49;183;58;;x
7488;91;186;186;;x
7489;133;189;59;;x
7490;175;192;187;;x
7491;7;195;60;;x
7492;49;198;188;;x
7493;91;201;61;;x
7494;133;204;189;;x
7495;175;207;62;;x
7496;7;210;190;;x
7497;49;0;63;;x
7498;91;3;191;;x
7499;133;6;64;;x
7500;175;9;192;;x
7501;7;12;65;;x
7502;49;15;193;;x
7503;91;18;66;;x
7504;133;21;194;;x
7505;175;24;67;;x
7506;7;27;195;;x
7507;49;30;68;;x
7508;91;33;196;;x
7509;133;36;69;;x
7510;175;39;197;;x
7511;7;42;70;;x
7512;49;45;198;;x
7513;91;48;71;;x
7514;133;51;199;;x
7515;175;54;72;;x
7516;7;57;200;;x
7517;49;60;73;;x
7518;91;63;201;;x
7519;133;66;74;;x
7520;175;69;202;;x
7521;7;72;75;;x
7522;49;75;203;;x
7523;91;78;76;;x
7524;133;81;204;;x
7525;175;84;77;;x
7526;7;87;205;;x
7527;49;90;78;;x
7528;91;93;206;;x
7529;133;96;79;;x
7530;175;99;207;;x
7531;7;102;80;;x
7532;49;105;208;;x
7533;91;108;81;;x
7534;133;111;209;;x
7535;175;114;82;;x
7536;7;117;210;;x
7537;49;120;83;;x
7538;91;123;211;;x
7539;133;126;84;;x
7540;175;129;212;;x
7541;7;132;85;;x
7542;49;135;213;;x
7543;91;138;86;;x
7544;133;141;214;;x
7545;175;144;87;;x
7546;7;147;215;;x
7547;49;150;88;;x
7548;91;153;216;;x
7549;133;156;89;;x
7550;175;159;217;;x
7551;7;162;90;;x
7552;49;165;218;;x
7553;91;168;91;;x
7554;133;171;219;;x
7555;175;174;92;;x
7556;7;177;220;;x
7557;49;180;93;;x
7558;91;183;221;;x
7559;133;186;94;;x
7560;175;189;222;;x
7561;7;192;95;;x
7562;49;195;223;;x
7563;91;198;96;;x
7564;133;201;224;;x
7565;175;204;97;;x
7566;7;207;225;;x
7567;49;210;98;;x
7568;91;0;226;;x
7569;133;3;99;;x
7570;175;6;227;;x
7571;7;9;0;;x
7572;49;12;128;;x
7573;91;15;1;;x
7574;133;18;129;;x
7575;175;21;2;;x
7576;7;24;130;;x
7577;49;27;3;;x
7578;91;30;131;;x
7579;133;33;4;;x
7580;175;36;132;;x
7581;7;39;5;;x
7582;49;42;133;;x
7583;91;45;6;;x
7584;133;48;134;;x
7585;175;51;7;;x
7586;7;54;135;;x
7587;49;57;8;;x
7588;91;60;136;;x
7589;133;63;9;;x
7590;175;66;137;;x
7591;7;69;10;;x
7592;49;72;138;;x
7593;91;75;11;;x
7594;133;78;139;;x
7595;175;81;12;;x
7596;7;84;140;;x
7597;49;87;13;;x
7598;91;90;141;;x
7599;133;93;14;;x
7600;175;96;142;;x
7601;7;99;15;;x
7602;49;102;143;;x
7603;91;105;16;;x
7604;133;108;144;;x
7605;175;111;17;;x
7606;7;114;145;;x
7607;49;117;18;;x
7608;91;120;146;;x
7609;133;123;19;;x
7610;175;126;147;;x
7611;7;129;20;;x
7612;49;132;148;;x
7613;91;135;21;;x
7614;133;138;149;;x
7615;175;141;22;;x
7616;7;144;150;;x
7617;49;147;23;;x
7618;91;150;151;;x
7619;133;153;24;;x
7620;175;156;152;;x
7621;7;159;25;;x
7622;49;162;153;;x
7623;91;165;26;;x
7624;133;168;154;;x
7625;175;171;27;;x
7626;7;174;155;;x
7627;49;177;28;;x
7628;91;180;156;;x
7629;133;183;29;;x
7630;175;186;157;;x
7631;7;189;30;;x
7632;49;192;158;;x
7633;91;195;31;;x
7634;133;198;159;;x
7635;175;201;32;;x
7636;7;204;160;;x
7637;49;207;33;;x
7638;91;210;161;;x
7639;133;0;34;;x
7640;175;3;162;;x
7641;7;6;35;;x
7642;49;9;163;;x
7643;91;12;36;;x
7644;133;15;164;;x
7645;175;18;37;;x
7646;7;21;165;;x
7647;49;24;38;;x
7648;91;27;166;;x
7649;133;30;39;;x
7650;175;33;167;;x
7651;7;36;40;;x
7652;49;39;168;;x
7653;91;42;41;;x
7654;133;45;169;;x
7655;175;48;42;;x
7656;7;51;170;;x
7657;49;54;43;;x
7658;91;57;171;;x
7659;133;60;44;;x
7660;175;63;172;;x
7661;7;66;45;;x
7662;49;69;173;;x
7663;91;72;46;;x
7664;133;75;174;;x
7665;175;78;47;;x
7666;7;81;175;;x
7667;49;84;48;;x
7668;91;87;176;;x
7669;133;90;49;;x
7670;175;93;177;;x
7671;7;96;50;;x
7672;49;99;178;;x
7673;91;102;51;;x
7674;133;105;179;;x
7675;175;108;52;;x
7676;7;111;180;;x
7677;49;114;53;;x
7678;91;117;181;;x
7679;133;120;54;;x
7680;175;123;182;;x
7681;7;126;55;;x
7682;49;129;183;;x
7683;91;132;56;;x
7684;133;135;184;;x
7685;175;138;57;;x
7686;7;141;185;;x
7687;49;144;58;;x
7688;91;147;186;;x
7689;133;150;59;;x
7690;175;153;187;;x
7691;7;156;60;;x
7692;49;159;188;;x
7693;91;162;61;;x
7694;133;165;189;;x
7695;175;168;62;;x
7696;7;171;190;;x
7697;49;174;63;;x
7698;91;177;191;;x
7699;133;180;64;;x
7700;175;183;192;;x
7701;7;186;65;;x
7702;49;189;193;;x
7703;91;192;66;;x
7704;133;195;194;;x
7705;175;198;67;;x
7706;7;201;195;;x
7707;49;204;68;;x
7708;91;207;196;;x
7709;133;210;69;;x
7710;175;0;197;;x
7711;7;3;70;;x
7712;49;6;198;;x
7713;91;9;71;;x
7714;133;12;199;;x
7715;175;15;72;;x
7716;7;18;200;;x
7717;49;21;73;;x
7718;91;24;201;;x
7719;133;27;74;;x
7720;175;30;202;;x
7721;7;33;75;;x
7722;49;36;203;;x
7723;91;39;76;;x
7724;133;42;204;;x
7725;175;45;77;;x
7726;7;48;205;;x
7727;49;51;78;;x
7728;91;54;206;;x
7729;133;57;79;;x
7730;175;60;207;;x
7731;7;63;80;;x
7732;49;66;208;;x
7733;91;69;81;;x
7734;133;72;209;;x
7735;175;75;82;;x
7736;7;78;210;;x
7737;49;81;83;;x
7738;91;84;211;;x
7739;133;87;84;;x
7740;175;90;212;;x
7741;7;93;85;;x
7742;49;96;213;;x
7743;91;99;86;;x
7744;133;102;214;;x
7745;175;105;87;;x
7746;7;108;215;;x
7747;49;111;88;;x
7748;91;114;216;;x
7749;133;117;89;;x
7750;175;120;217;;x
7751;7;123;90;;x
7752;49;126;218;;x
7753;91;129;91;;x
7754;133;132;219;;x
7755;175;135;92;;x
7756;7;138;220;;x
7757;49;141;93;;x
7758;91;144;221;;x
7759;133;147;94;;x
7760;175;150;222;;x
7761;7;153;95;;x
7762;49;156;223;;x
7763;91;159;96;;x
7764;133;162;224;;x
7765;175;165;97;;x
7766;7;168;225;;x
7767;49;171;98;;x
7768;91;174;226;;x
7769;133;177;99;;x
7770;175;180;227;;x
7771;7;183;0;;x
7772;49;186;128;;x
7773;91;189;1;;x
7774;133;192;129;;x
7775;175;195;2;;x
7776;7;198;130;;x
7777;49;201;3;;x
7778;91;204;131;;x
7779;133;207;4;;x
7780;175;210;132;;x
7781;7;0;5;;x
7782;49;3;133;;x
7783;91;6;6;;x
7784;133;9;134;;x
7785;175;12;7;;x
7786;7;15;135;;x
7787;49;18;8;;x
7788;91;21;136;;x
7789;133;24;9;;x
7790;175;27;137;;x
7791;7;30;10;;x
7792;49;33;138;;x
7793;91;36;11;;x
7794;133;39;139;;x
7795;175;42;12;;x
7796;7;45;140;;x
7797;49;48;13;;x
7798;91;51;141;;x
7799;133;54;14;;x
7800;175;57;142;;x
7801;7;60;15;;x
7802;49;63;143;;x
7803;91;66;16;;x
7804;133;69;144;;x
7805;175;72;17;;x
7806;7;75;145;;x
7807;49;78;18;;x
7808;91;81;146;;x
7809;133;84;19;;x
7810;175;87;147;;x
7811;7;90;20;;x
7812;49;93;148;;x
7813;91;96;21;;x
7814;133;99;149;;x
7815;175;102;22;;x
7816;7;105;150;;x
7817;49;108;23;;x
7818;91;111;151;;x
7819;133;114;24;;x
7820;175;117;152;;x
7821;7;120;25;;x
7822;49;123;153;;x
7823;91;126;26;;x
7824;133;129;154;;x
7825;175;132;27;;x
7826;7;135;155;;x
7827;49;138;28;;x
7828;91;141;156;;x
7829;133;144;29;;x
7830;175;147;157;;x
7831;7;150;30;;x
7832;49;153;158;;x
7833;91;156;31;;x
7834;133;159;159;;x
7835;175;162;32;;x
7836;7;165;160;;x
7837;49;168;33;;x
7838;91;171;161;;x
7839;133;174;34;;x
7840;175;177;162;;x
7841;7;180;35;;x
7842;49;183;163;;x
7843;91;186;36;;x
7844;133;189;164;;x
7845;175;192;37;;x
7846;7;195;165;;x
7847;49;198;38;;x
7848;91;201;166;;x
7849;133;204;39;;x
7850;175;207;167;;x
7851;7;210;40;;x
7852;49;0;168;;x
7853;91;3;41;;x
7854;133;6;169;;x
7855;175;9;42;;x
7856;7;12;170;;x
7857;49;15;43;;x
7858;91;18;171;;x
7859;133;21;44;;x
7860;175;24;172;;x
7861;7;27;45;;x
7862;49;30;173;;x
7863;91;33;46;;x
7864;133;36;174;;x
7865;175;39;47;;x
7866;7;42;175;;x
7867;49;45;48;;x
7868;91;48;176;;x
7869;133;51;49;;x
7870;175;54;177;;x
7871;7;57;50;;x
7872;49;60;178;;x
7873;91;63;51;;x
7874;133;66;179;;x
7875;175;69;52;;x
7876;7;72;180;;x
7877;49;75;53;;x
7878;91;78;181;;x
7879;133;81;54;;x
7880;175;84;182;;x
7881;7;87;55;;x
7882;49;90;183;;x
7883;91;93;56;;x
7884;133;96;184;;x
7885;175;99;57;;x
7886;7;102;185;;x
7887;49;105;58;;x
7888;91;108;186;;x
7889;133;111;59;;x
7890;175;114;187;;x
7891;7;117;60;;x
7892;49;120;188;;x
7893;91;123;61;;x
7894;133;126;189;;x
7895;175;129;62;;x
7896;7;132;190;;x
7897;49;135;63;;x
7898;91;138;191;;x
7899;133;141;64;;x
7900;175;144;192;;x
7901;7;147;65;;x
7902;49;150;193;;x
7903;91;153;66;;x
7904;133;156;194;;x
7905;175;159;67;;x
7906;7;162;195;;x
7907;49;165;68;;x
7908;91;168;196;;x
7909;133;171;69;;x
7910;175;174;197;;x
7911;7;177;70;;x
7912;49;180;198;;x
7913;91;183;71;;x
7914;133;186;199;;x
7915;175;189;72;;x
7916;7;192;200;;x
7917;49;195;73;;x
7918;91;198;201;;x
7919;133;201;74;;x
7920;175;204;202;;x
7921;7;207;75;;x
7922;49;210;203;;x
7923;91;0;76;;x
7924;133;3;204;;x
7925;175;6;77;;x
7926;7;9;205;;x
7927;49;12;78;;x
7928;91;15;206;;x
7929;133;18;79;;x
7930;175;21;207;;x
7931;7;24;80;;x
7932;49;27;208;;x
7933;91;30;81;;x
7934;133;33;209;;x
7935;175;36;82;;x
7936;7;39;210;;x
7937;49;42;83;;x
7938;91;45;211;;x
7939;133;48;84;;x
7940;175;51;212;;x
7941;7;54;85;;x
7942;49;57;213;;x
7943;91;60;86;;x
7944;133;63;214;;x
7945;175;66;87;;x
7946;7;69;215;;x
7947;49;72;88;;x
7948;91;75;216;;x
7949;133;78;89;;x
7950;175;81;217;;x
7951;7;84;90;;x
7952;49;87;218;;x
7953;91;90;91;;x
7954;133;93;219;;x
7955;175;96;92;;x
7956;7;99;220;;x
7957;49;102;93;;x
7958;91;105;221;;x
7959;133;108;94;;x
7960;175;111;222;;x
7961;7;114;95;;x
7962;49;117;223;;x
7963;91;120;96;;x
7964;133;123;224;;x
7965;175;126;97;;x
7966;7;129;225;;x
7967;49;132;98;;x
7968;91;135;226;;x
7969;133;138;99;;x
7970;175;141;227;;x
7971;8;144;0;;x
7972;50;147;128;;x
7973;92;150;1;;x
7974;134;153;129;;x
7975;176;156;2;;x
7976;8;159;130;;x
7977;50;162;3;;x
7978;92;165;131;;x
7979;134;168;4;;x
7980;176;171;132;;x
7981;8;174;5;;x
7982;50;177;133;;x
7983;92;180;6;;x
7984;134;183;134;;x
7985;176;186;7;;x
7986;8;189;135;;x
7987;50;192;8;;x
7988;92;195;136;;x
7989;134;198;9;;x
7990;176;201;137;;x
7991;8;204;10;;x
7992;50;207;138;;x
7993;92;210;11;;x
7994;134;0;139;;x
7995;176;3;12;;x
7996;8;6;140;;x
7997;50;9;13;;x
7998;92;12;141;;x
7999;134;15;14;;x
8000;176;18;142;;x
8001;8;21;15;;x
8002;50;24;143;;x
8003;92;27;16;;x
8004;134;30;144;;x
8005;176;33;17;;x
8006;8;36;145;;x
8007;50;39;18;;x
8008;92;42;146;;x
8009;134;45;19;;x
8010;176;48;147;;x
8011;8;51;20;;x
8012;50;54;148;;x
8013;92;57;21;;x
8014;134;60;149;;x
8015;176;63;22;;x
8016;8;66;150;;x
8017;50;69;23;;x
8018;92;72;151;;x
8019;134;75;24;;x
8020;176;78;152;;x
8021;8;81;25;;x
8022;50;84;153;;x
8023;92;87;26;;x
8024;134;90;154;;x
8025;176;93;27;;x
8026;8;96;155;;x
8027;50;99;28;;x
8028;92;102;156;;x
8029;134;105;29;;x
8030;176;108;157;;x
8031;8;111;30;;x
8032;50;114;158;;x
8033;92;117;31;;x
8034;134;120;159;;x
8035;176;123;32;;x
8036;8;126;160;;x
8037;50;129;33;;x
8038;92;132;161;;x
8039;134;135;34;;x
8040;176;138;162;;x
8041;8;141;35;;x
8042;50;144;163;;x
8043;92;147;36;;x
8044;134;150;164;;x
8045;176;153;37;;x
8046;8;156;165;;x
8047;50;159;38;;x
8048;92;162;166;;x
8049;134;165;39;;x
8050;176;168;167;;x
8051;8;171;40;;x
8052;50;174;168;;x
8053;92;177;41;;x
8054;134;180;169;;x
8055;176;183;42;;x
8056;8;186;170;;x
8057;50;189;43;;x
8058;92;192;171;;x
8059;134;195;44;;x
8060;176;198;172;;x
8061;8;201;45;;x
8062;50;204;173;;x
8063;92;207;46;;x
8064;134;210;174;;x
8065;176;0;47;;x
8066;8;3;175;;x
8067;50;6;48;;x
8068;92;9;176;;x
8069;134;12;49;;x
8070;176;15;177;;x
8071;8;18;50;;x
8072;50;21;178;;x
8073;92;24;51;;x
8074;134;27;179;;x
8075;176;30;52;;x
8076;8;33;180;;x
8077;50;36;53;;x
8078;92;39;181;;x
8079;134;42;54;;x
8080;176;45;182;;x
8081;8;48;55;;x
8082;50;51;183;;x
8083;92;54;56;;x
8084;134;57;184;;x
8085;176;60;57;;x
8086;8;63;185;;x
8087;50;66;58;;x
8088;92;69;186;;x
8089;134;72;59;;x
8090;176;75;187;;x
8091;8;78;60;;x
8092;50;81;188;;x
8093;92;84;61;;x
8094;134;87;189;;x
8095;176;90;62;;x
8096;8;93;190;;x
8097;50;96;63;;x
8098;92;99;191;;x
8099;134;102;64;;x
8100;176;105;192;;x
8101;8;108;65;;x
8102;50;111;193;;x
8103;92;114;66;;x
8104;134;117;194;;x
8105;176;120;67;;x
8106;8;123;195;;x
8107;50;126;68;;x
8108;92;129;196;;x
8109;134;132;69;;x
8110;176;135;197;;x
8111;8;138;70;;x
8112;50;141;198;;x
8113;92;144;71;;x
8114;134;147;199;;x
8115;176;150;72;;x
8116;8;153;200;;x
8117;50;156;73;;x
8118;92;159;201;;x
8119;134;162;74;;x
8120;176;165;202;;x
8121;8;168;75;;x
8122;50;171;203;;x
8123;92;174;76;;x
8124;134;177;204;;x
8125;176;180;77;;x
8126;8;183;205;;x
8127;50;186;78;;x
8128;92;189;206;;x
8129;134;192;79;;x
8130;176;195;207;;x
8131;8;198;80;;x
8132;50;201;208;;x
8133;92;204;81;;x
8134;134;207;209;;x
8135;176;210;82;;x
8136;8;0;210;;x
8137;50;3;83;;x
8138;92;6;211;;x
8139;134;9;84;;x
8140;176;12;212;;x
8141;8;15;85;;x
8142;50;18;213;;x
8143;92;21;86;;x
8144;134;24;214;;x
8145;176;27;87;;x
8146;8;30;215;;x
8147;50;33;88;;x
8148;92;36;216;;x
8149;134;39;89;;x
8150;176;42;217;;x
8151;8;45;90;;x
8152;50;48;218;;x
8153;92;51;91;;x
8154;134;54;219;;x
8155;176;57;92;;x
8156;8;60;220;;x
8157;50;63;93;;x
8158;92;66;221;;x
8159;134;69;94;;x
8160;176;72;222;;x
8161;8;75;95;;x
8162;50;78;223;;x
8163;92;81;96;;x
8164;134;84;224;;x
8165;176;87;97;;x
8166;8;90;225;;x
8167;50;93;98;;x
8168;92;96;226;;x
8169;134;99;99;;x
8170;176;102;227;;x
8171;8;105;0;;x
8172;50;108;128;;x
8173;92;111;1;;x
8174;134;114;129;;x
8175;176;117;2;;x
8176;8;120;130;;x
8177;50;123;3;;x
8178;92;126;131;;x
8179;134;129;4;;x
8180;176;132;132;;x
8181;8;135;5;;x
8182;50;138;133;;x
8183;92;141;6;;x
8184;134;144;134;;x
8185;176;147;7;;x
8186;8;150;135;;x
8187;50;153;8;;x
8188;92;156;136;;x
8189;134;159;9;;x
8190;176;162;137;;x
8191;8;165;10;;x
8192;50;168;138;;x
8193;92;171;11;;x
8194;134;174;139;;x
8195;176;177;12;;x
8196;8;180;140;;x
8197;50;183;13;;x
8198;92;186;141;;x
8199;134;189;14;;x
8200;176;192;142;;x
8201;8;195;15;;x
8202;50;198;143;;x
8203;92;201;16;;x
8204;134;204;144;;x
8205;176;207;17;;x
8206;8;210;145;;x
8207;50;0;18;;x
8208;92;3;146;;x
8209;134;6;19;;x
8210;176;9;147;;x
8211;8;12;20;;x
8212;50;15;148;;x
8213;92;18;21;;x
8214;134;21;149;;x
8215;176;24;22;;x
8216;8;27;150;;x
8217;50;30;23;;x
8218;92;33;151;;x
8219;134;36;24;;x
8220;176;39;152;;x
8221;8;42;25;;x
8222;50;45;153;;x
8223;92;48;26;;x
8224;134;51;154;;x
8225;176;54;27;;x
8226;8;57;155;;x
8227;50;60;28;;x
8228;92;63;156;;x
8229;134;66;29;;x
8230;176;69;157;;x
8231;8;72;30;;x
8232;50;75;158;;x
8233;92;78;31;;x
8234;134;81;159;;x
8235;176;84;32;;x
8236;8;87;160;;x
8237;50;90;33;;x
8238;92;93;161;;x
8239;134;96;34;;x
8240;176;99;162;;x
8241;8;102;35;;x
8242;50;105;163;;x
8243;92;108;36;;x
8244;134;111;164;;x
8245;176;114;37;;x
8246;8;117;165;;x
8247;50;120;38;;x
8248;92;123;166;;x
8249;134;126;39;;x
8250;176;129;167;;x
8251;8;132;40;;x
8252;50;135;168;;x
8253;92;138;41;;x
8254;134;141;169;;x
8255;176;144;42;;x
8256;8;147;170;;x
8257;50;150;43;;x
8258;92;153;171;;x
8259;134;156;44;;x
8260;176;159;172;;x
8261;8;162;45;;x
8262;50;165;173;;x
8263;92;168;46;;x
8264;134;171;174;;x
8265;176;174;47;;x
8266;8;177;175;;x
8267;50;180;48;;x
8268;92;183;176;;x
8269;134;186;49;;x
8270;176;189;177;;x
8271;8;192;50;;x
8272;50;195;178;;x
8273;92;198;51;;x
8274;134;201;179;;x
8275;176;204;52;;x
8276;8;207;180;;x
8277;50;210;53;;x
8278;92;0;181;;x
8279;134;3;54;;x
8280;176;6;182;;x
8281;8;9;55;;x
8282;50;12;183;;x
8283;92;15;56;;x
8284;134;18;184;;x
8285;176;21;57;;x
8286;8;24;185;;x
8287;50;27;58;;x
8288;92;30;186;;x
8289;134;33;59;;x
8290;176;36;187;;x
8291;8;39;60;;x
8292;50;42;188;;x
8293;92;45;61;;x
8294;134;48;189;;x
8295;176;51;62;;x
8296;8;54;190;;x
8297;50;57;63;;x
8298;92;60;191;;x
8299;134;63;64;;x
8300;176;66;192;;x
8301;8;69;65;;x
8302;50;72;193;;x
8303;92;75;66;;x
8304;134;78;194;;x
8305;176;81;67;;x
8306;8;84;195;;x
8307;50;87;68;;x
8308;92;90;196;;x
8309;134;93;69;;x
8310;176;96;197;;x
8311;8;99;70;;x
8312;50;102;198;;x
8313;92;105;71;;x
8314;134;108;199;;x
8315;176;111;72;;x
8316;8;114;200;;x
8317;50;117;73;;x
8318;92;120;201;;x
8319;134;123;74;;x
8320;176;126;202;;x
8321;8;129;75;;x
8322;50;132;203;;x
8323;92;135;76;;x
8324;134;138;204;;x
8325;176;141;77;;x
8326;8;144;205;;x
8327;50;147;78;;x
8328;92;150;206;;x
8329;134;153;79;;x
8330;176;156;207;;x
8331;8;159;80;;x
8332;50;162;208;;x
8333;92;165;81;;x
8334;134;168;209;;x
8335;176;171;82;;x
8336;8;174;210;;x
8337;50;177;83;;x
8338;92;180;211;;x
8339;134;183;84;;x
8340;176;186;212;;x
8341;8;189;85;;x
8342;50;192;213;;x
8343;92;195;86;;x
8344;134;198;214;;x
8345;176;201;87;;x
8346;8;204;215;;x
8347;50;207;88;;x
8348;92;210;216;;x
8349;134;0;89;;x
8350;176;3;217;;x
8351;8;6;90;;x
8352;50;9;218;;x
8353;92;12;91;;x
8354;134;15;219;;x
8355;176;18;92;;x
8356;8;21;220;;x
8357;50;24;93;;x
8358;92;27;221;;x
8359;134;30;94;;x
8360;176;33;222;;x
8361;8;36;95;;x
8362;50;39;223;;x
8363;92;42;96;;x
8364;134;45;224;;x
8365;176;48;97;;x
8366;8;51;225;;x
8367;50;54;98;;x
8368;92;57;226;;x
8369;134;60;99;;x
8370;176;63;227;;x
8371;8;66;0;;x
8372;50;69;128;;x
8373;92;72;1;;x
8374;134;75;129;;x
8375;176;78;2;;x
8376;8;81;130;;x
8377;50;84;3;;x
8378;92;87;131;;x
8379;134;90;4;;x
8380;176;93;132;;x
8381;8;96;5;;x
8382;50;99;133;;x
8383;92;102;6;;x
8384;134;105;134;;x
8385;176;108;7;;x
8386;8;111;135;;x
8387;50;114;8;;x
8388;92;117;136;;x
8389;134;120;9;;x
8390;176;123;137;;x
8391;8;126;10;;x
8392;50;129;138;;x
8393;92;132;11;;x
8394;134;135;139;;x
8395;176;138;12;;x
8396;8;141;140;;x
8397;50;144;13;;x
8398;92;147;141;;x
8399;134;150;14;;x
8400;176;153;142;;x
8401;8;156;15;;x
8402;50;159;143;;x
8403;92;162;16;;x
8404;134;165;144;;x
8405;176;168;17;;x
8406;8;171;145;;x
8407;50;174;18;;x
8408;92;177;146;;x
8409;134;180;19;;x
8410;176;183;147;;x
8411;8;186;20;;x
8412;50;189;148;;x
8413;92;192;21;;x
8414;134;195;149;;x
8415;176;198;22;;x
8416;8;201;150;;x
8417;50;204;23;;x
8418;92;207;151;;x
8419;134;210;24;;x
8420;176;0;152;;x
8421;8;3;25;;x
8422;50;6;153;;x
8423;92;9;26;;x
8424;134;12;154;;x
8425;176;15;27;;x
8426;8;18;155;;x
8427;50;21;28;;x
8428;92;24;156;;x
8429;134;27;29;;x
8430;176;30;157;;x
8431;8;33;30;;x
8432;50;36;158;;x
8433;92;39;31;;x
8434;134;42;159;;x
8435;176;45;32;;x
8436;8;48;160;;x
8437;50;51;33;;x
8438;92;54;161;;x
8439;134;57;34;;x
8440;176;60;162;;x
8441;8;63;35;;x
8442;50;66;163;;x
8443;92;69;36;;x
8444;134;72;164;;x
8445;176;75;37;;x
8446;8;78;165;;x
8447;50;81;38;;x
8448;92;84;166;;x
8449;134;87;39;;x
8450;176;90;167;;x
8451;8;93;40;;x
8452;50;96;168;;x
8453;92;99;41;;x
8454;134;102;169;;x
8455;176;105;42;;x
8456;8;108;170;;x
8457;50;111;43;;x
8458;92;114;171;;x
8459;134;117;44;;x
8460;176;120;172;;x
8461;8;123;45;;x
8462;50;126;173;;x
8463;92;129;46;;x
8464;134;132;174;;x
8465;176;135;47;;x
8466;8;138;175;;x
8467;50;141;48;;x
8468;92;144;176;;x
8469;134;147;49;;x
8470;176;150;177;;x
8471;8;153;50;;x
8472;50;156;178;;x
8473;92;159;51;;x
8474;134;162;179;;x
8475;176;165;52;;x
8476;8;168;180;;x
8477;50;171;53;;x
8478;92;174;181;;x
8479;134;177;54;;x
8480;176;180;182;;x
8481;8;183;55;;x
8482;50;186;183;;x
8483;92;189;56;;x
8484;134;192;184;;x
8485;176;195;57;;x
8486;8;198;185;;x
8487;50;201;58;;x
8488;92;204;186;;x
8489;134;207;59;;x
8490;176;210;187;;x
8491;8;0;60;;x
8492;50;3;188;;x
8493;92;6;61;;x
8494;134;9;189;;x
8495;176;12;62;;x
8496;8;15;190;;x
8497;50;18;63;;x
8498;92;21;191;;x
8499;134;24;64;;x
8500;176;27;192;;x
8501;8;30;65;;x
8502;50;33;193;;x
8503;92;36;66;;x
8504;134;39;194;;x
8505;176;42;67;;x
8506;8;45;195;;x
8507;50;48;68;;x
8508;92;51;196;;x
8509;134;54;69;;x
8510;176;57;197;;x
8511;8;60;70;;x
8512;50;63;198;;x
8513;92;66;71;;x
8514;134;69;199;;x
8515;176;72;72;;x
8516;8;75;200;;x
8517;50;78;73;;x
8518;92;81;201;;x
8519;134;84;74;;x
8520;176;87;202;;x
8521;8;90;75;;x
8522;50;93;203;;x
8523;92;96;76;;x
8524;134;99;204;;x
8525;176;102;77;;x
8526;8;105;205;;x
8527;50;108;78;;x
8528;92;111;206;;x
8529;134;114;79;;x
8530;176;117;207;;x
8531;8;120;80;;x
8532;50;123;208;;x
8533;92;126;81;;x
8534;134;129;209;;x
8535;176;132;82;;x
8536;8;135;210;;x
8537;50;138;83;;x
8538;92;141;211;;x
8539;134;144;84;;x
8540;176;147;212;;x
8541;8;150;85;;x
8542;50;153;213;;x
8543;92;156;86;;x
8544;134;159;214;;x
8545;176;162;87;;x
8546;8;165;215;;x
8547;50;168;88;;x
8548;92;171;216;;x
8549;134;174;89;;x
8550;176;177;217;;x
8551;8;180;90;;x
8552;50;183;218;;x
8553;92;186;91;;x
8554;134;189;219;;x
8555;176;192;92;;x
8556;8;195;220;;x
8557;50;198;93;;x
8558;92;201;221;;x
8559;134;204;94;;x
8560;176;207;222;;x
8561;8;210;95;;x
8562;50;0;223;;x
8563;92;3;96;;x
8564;134;6;224;;x
8565;176;9;97;;x
8566;8;12;225;;x
8567;50;15;98;;x
8568;92;18;226;;x
8569;134;21;99;;x
8570;176;24;227;;x
8571;8;27;0;;x
8572;50;30;128;;x
8573;92;33;1;;x
8574;134;36;129;;x
8575;176;39;2;;x
8576;8;42;130;;x
8577;50;45;3;;x
8578;92;48;131;;x
8579;134;51;4;;x
8580;176;54;132;;x
8581;8;57;5;;x
8582;50;60;133;;x
8583;92;63;6;;x
8584;134;66;134;;x
8585;176;69;7;;x
8586;8;72;135;;x
8587;50;75;8;;x
8588;92;78;136;;x
8589;134;81;9;;x
8590;176;84;137;;x
8591;8;87;10;;x
8592;50;90;138;;x
8593;92;93;11;;x
8594;134;96;139;;x
8595;176;99;12;;x
8596;8;102;140;;x
8597;50;105;13;;x
8598;92;108;141;;x
8599;134;111;14;;x
8600;176;114;142;;x
8601;8;117;15;;x
8602;50;120;143;;x
8603;92;123;16;;x
8604;134;126;144;;x
